STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,EDUCATION_LEV,Education level,DOMAIN,Domain,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2022,,78.578,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2021,,77.075,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2020,,78.642,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,79.009,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,2_9,Job satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2023,,7.6468166662,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2024,,6.0498157686,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2023,,6.0498157686,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2022,,6.2746366315,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2021,,6.2746366315,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2020,,6.2746366315,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2019,,8.2120636057,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,7_1,Social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2024,,91.9698688846,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,7_1,Social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2023,,91.9698688846,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,7_1,Social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2022,,92.9118950524,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,7_1,Social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2021,,92.9118950524,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,7_1,Social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2020,,92.9118950524,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,7_1,Social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2019,,88.054046084,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2020,,99.856949,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2019,,99.856453,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,3_2,Housing affordability,PT_B7G_S14,Percentage of household gross adjusted disposable income,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2023,,83.7630761405,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,3_2,Housing affordability,PT_B7G_S14,Percentage of household gross adjusted disposable income,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2022,,81.8507796229,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,3_2,Housing affordability,PT_B7G_S14,Percentage of household gross adjusted disposable income,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2021,,83.0734741233,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,3_2,Housing affordability,PT_B7G_S14,Percentage of household gross adjusted disposable income,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2020,,82.3366329036,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,1_1,Households and NPISHs net adjusted disposable income per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total,_T,Total,_T,Total,HSL_1,Income and wealth,2023,,29962,,A,Normal value,0,Units,2,Two,2022,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,1_1,Households and NPISHs net adjusted disposable income per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total,_T,Total,_T,Total,HSL_1,Income and wealth,2022,,29943,,A,Normal value,0,Units,2,Two,2022,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,1_1,Households and NPISHs net adjusted disposable income per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total,_T,Total,_T,Total,HSL_1,Income and wealth,2021,,31208,,A,Normal value,0,Units,2,Two,2022,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,1_1,Households and NPISHs net adjusted disposable income per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total,_T,Total,_T,Total,HSL_1,Income and wealth,2020,,29652,,A,Normal value,0,Units,2,Two,2022,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,7_3,Satisfaction with personal relationships,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2022,,7.9632787242,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2024,,7.1989364014,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2022,,7.0921493349,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2021,,6.9769955556,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,5_1,Life expectancy at birth,Y,Years,_T,Total,_T,Total,_T,Total,HSL_5,Health,2023,,77.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,5_1,Life expectancy at birth,Y,Years,_T,Total,_T,Total,_T,Total,HSL_5,Health,2020,,75.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2023,,7.188347258,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,3_2,Housing affordability,PT_B7G_S14,Percentage of household gross adjusted disposable income,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2021,,82.20292013,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,5_1,Life expectancy at birth,Y,Years,_T,Total,_T,Total,_T,Total,HSL_5,Health,2022,,75.8,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,5_1,Life expectancy at birth,Y,Years,_T,Total,_T,Total,_T,Total,HSL_5,Health,2021,,74.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,5_1,Life expectancy at birth,Y,Years,_T,Total,_T,Total,_T,Total,HSL_5,Health,2019,,76.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,1_1,Households and NPISHs net adjusted disposable income per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total,_T,Total,_T,Total,HSL_1,Income and wealth,2019,,27911,,A,Normal value,0,Units,2,Two,2022,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2024,,80.994,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2023,,80.399,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2022,,80.957,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2021,,79.871,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2020,,79.356,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,80.564,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,2_9,Job satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2023,,7.8312130379,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2024,,7.1866608325,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2023,,7.1866608325,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2022,,5.5337148491,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2021,,5.5337148491,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2020,,5.5337148491,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,7_1,Social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2024,,87.988591373,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,7_1,Social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2023,,87.988591373,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,7_1,Social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2022,,85.6874553675,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,7_1,Social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2021,,85.6874553675,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,7_1,Social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2020,,85.6874553675,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,7_1,Social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2019,,87.7508842128,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2019,,7.177429774,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2020,,99.999443,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2019,,99.999443,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,3_2,Housing affordability,PT_B7G_S14,Percentage of household gross adjusted disposable income,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2023,,81.984237716,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2020,,100,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2019,,100,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,3_2,Housing affordability,PT_B7G_S14,Percentage of household gross adjusted disposable income,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2023,,81.0330379677,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,3_2,Housing affordability,PT_B7G_S14,Percentage of household gross adjusted disposable income,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2022,,81.1334502705,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,3_2,Housing affordability,PT_B7G_S14,Percentage of household gross adjusted disposable income,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2021,,80.8291213148,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,3_2,Housing affordability,PT_B7G_S14,Percentage of household gross adjusted disposable income,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2020,,81.2263540008,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,3_2,Housing affordability,PT_B7G_S14,Percentage of household gross adjusted disposable income,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2019,,80.0192587735,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,7_3,Satisfaction with personal relationships,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2022,,7.5860315069,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2024,,7.2028519607,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2023,,7.2504849558,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2022,,7.2097825661,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2021,,7.4221141231,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,5_1,Life expectancy at birth,Y,Years,_T,Total,_T,Total,_T,Total,HSL_5,Health,2023,,83.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,5_1,Life expectancy at birth,Y,Years,_T,Total,_T,Total,_T,Total,HSL_5,Health,2022,,83,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,5_1,Life expectancy at birth,Y,Years,_T,Total,_T,Total,_T,Total,HSL_5,Health,2021,,82.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,5_1,Life expectancy at birth,Y,Years,_T,Total,_T,Total,_T,Total,HSL_5,Health,2020,,82.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,5_1,Life expectancy at birth,Y,Years,_T,Total,_T,Total,_T,Total,HSL_5,Health,2019,,82.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,1_1,Households and NPISHs net adjusted disposable income per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total,_T,Total,_T,Total,HSL_1,Income and wealth,2022,,55863,,A,Normal value,0,Units,2,Two,2022,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,1_1,Households and NPISHs net adjusted disposable income per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total,_T,Total,_T,Total,HSL_1,Income and wealth,2021,,56075,,A,Normal value,0,Units,2,Two,2022,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,1_1,Households and NPISHs net adjusted disposable income per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total,_T,Total,_T,Total,HSL_1,Income and wealth,2020,,56236,,A,Normal value,0,Units,2,Two,2022,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,1_1,Households and NPISHs net adjusted disposable income per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total,_T,Total,_T,Total,HSL_1,Income and wealth,2019,,53445,,A,Normal value,0,Units,2,Two,2022,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,1_1,Households and NPISHs net adjusted disposable income per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total,_T,Total,_T,Total,HSL_1,Income and wealth,2023,,52875,,A,Normal value,0,Units,2,Two,2022,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2024,,77.331,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2023,,78.12,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2022,,78.276,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2021,,77.055,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2020,,75.541,,A,Normal value,0,Units,2,Two,,
